Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,mirador_entorno_ambiental,tipo_estructura_id,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,88857,11,true,false,,RCDMR00004,,2011-06-12T22:00:00Z,2002-04-10T22:00:00Z,1,false,,Mirador La Muela,4,3,2,false,0,4,,,3,POINT (-5.262626811231235 41.39092277661976)
,,,,,,-1,-1,-1,,,88962,11,true,false,,SCLMR00002,"Mirador de estructura de madera, existente en la carretera de acceso a la RN y al MN",2010-05-27T22:00:00Z,2000-07-10T22:00:00Z,1,true,Pista a Cabrejas,Mirador de El Mirón,4,1,1,true,0,4,,,2,POINT (-2.840675149547318 41.719749829648016)
,,,,,,-1,-1,-1,,,88963,11,true,false,,SCLMR00003,Mirador existente en la pista de Muriel a Cabrejas. Firme de zahorra Aripaq,2010-05-27T22:00:00Z,2000-07-10T22:00:00Z,3,true,Carretera Calatañazor,Mirador de la Cerrada El Ratón,4,1,2,true,0,4,,,3,POINT (-2.832830145940504 41.70840786517978)
,,,,,,-1,-1,-1,,,89154,11,true,false,,SGRAP00008,"Pequeña entrada de la carretera nacional antes de llegar a mombeltran, en el sentido de ascenso del puerto del Pico. Contiene una señal con un plano generla del Parque. El castillo de Mombeltran está iluminado por la noche",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Por la carretera N-502 a la entrada del pueblo de Mombeltran por el sur, en coche",Mirador al castillo de Mombeltran,3,1,2,false,0,3,,Vistas al Castillo de Mombeltrán,2,POINT (-5.0202671467735 40.257043158281476)
,,,,,,-1,-1,-1,,,89155,11,true,false,,SGRAP00012,Con 5 mesas de piedra y bancos.,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,"Carretera de San Esteban del Valle a Santa Cruz del Valle, a la salida del pueblo en el lado derecho de la carretera, en coche",Ermita de San Andrés,3,1,2,false,0,17,,Vistas al pueblo y al Barranco de las Cinco Villas,2,POINT (-4.984755873565681 40.266521954036769)
,,,,,,-1,-1,-1,,,89156,11,false,false,,SGRAP00021,"Torre de la iglesia de zapardiel desde donde se divisa el Tormes y valle de Conco Lagunas, garganta del Pinar y cumbre de Cabeza Nevada",2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,1,false,"En el puieblo de Zapardiel de la Rivera, en la torre de la iglesia con poco aparcamiento en el casco urbano",Mirador de Zapardiel,3,1,2,false,0,7,,Vistas a la garganta del Pinar y cumbre del Cervunal o Cabeza Nevada,1,POINT (-5.327601103546394 40.354632430396059)
,,,,,,-1,-1,-1,,,78620,11,false,true,false,FCCMR00007,"Mirador en la Peña la Rulaya, formado por una talanquera de madera tratada a modo de barandilla.",2009-12-16T23:00:00Z,2010-02-08T23:00:00Z,1,true,En el trayecto de la Senda de Ursi.,Mirador de la Umbría,3,1,2,true,0,9,,,2,POINT (-4.32779865138106 42.904996128007078)
,,,,,,-1,-1,-1,,,78619,11,false,true,false,FCCMR00006,"Pequeño mirador junto senda del Bosque Fósil. Es una zona elevada, delimitada por grandes rocas. Solera de zahorra.",2009-12-16T23:00:00Z,2006-08-13T22:00:00Z,1,true,,Mirador de La Pernía,3,1,2,false,0,10,,,2,POINT (-4.47527542939882 42.947703933266297)
,,,,,,-1,-1,-1,,,78622,11,false,true,false,FCCMR00009,Mirador con talanquera de madera tratada.,2009-12-16T23:00:00Z,2009-12-28T23:00:00Z,1,true,,Mirador de madera en Senda del Gigante del Valle Estrecho,4,1,2,false,0,4,,,2,POINT (-4.61419600044661 42.895273101281724)
,,,,,,-1,-1,-1,,,78624,11,true,true,false,FCCMR00011,"Mirador de madera de sabina, colocado en un lugar muy emblemático a 1,355 m de altitud. Dos tramos de murete, uno a cada lado del mirador y a continuación la barandilla de sabina. Solera de tablones de madera en voladizo sobre pilares también de madera.",2009-12-16T23:00:00Z,2008-08-24T22:00:00Z,1,true,,Mirador de Piedrasluengas,3,1,2,false,0,11,,,2,POINT (-4.458668332170809 43.04167109010514)
,,,,,,-1,-1,-1,,,78621,11,true,true,false,FCCMR00008,"Mirador de madera tanalizada, el suelo y la barandilla. Alrededores con solera de zahorra. Consta de un acceso formado por tres escalones y otro acceso que es una rampa.",2009-12-16T23:00:00Z,2006-08-01T22:00:00Z,1,true,,Mirador de las Alto de las Matas,3,1,1,false,0,9,,,2,POINT (-4.488039313833155 42.887922933301724)
,,,,,,-1,-1,-1,,,72580,11,true,false,,ARDMR00001,,2010-07-15T22:00:00Z,2004-01-14T23:00:00Z,1,true,"Se accede por un camino que parte desde Villardiegua en dirección a Peña Redonda a unos 3,5km.",Mirador de la Ribera del Pontón (Villardiegua de la Ribera),2,2,2,false,0,9,,Vistas Rivera,2,POINT (-6.225072571641932 41.530297701582157)
,,,,,,-1,-1,-1,,,72332,11,true,false,,AGRMR00001,"Mirador adaptado, con sendero practicable, a 25 metros de la entrada principal del Acebal",2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,1,true,Entrada principal del Acebal,Mirador del Acebal,1,1,1,true,0,1,,,1,POINT (-2.421005677301734 41.965042820458279)
,,,,,,-1,-1,-1,,,72581,11,true,false,,ARDMR00002,,2010-07-15T22:00:00Z,2002-01-14T23:00:00Z,1,true,"Se accede por un camino que parte desde Fermoselle en dirección a la Ermita del Cristo y continua hasta el Mirador con una distancia total de 2,8km.",Mirador de las Escaleras (Fermoselle),2,2,2,false,0,9,,Vistas Arribe,2,POINT (-6.430443287516119 41.314459065865485)
,,,,,,-1,-1,-1,,,72582,11,true,false,,ARDMR00003,,2010-07-15T22:00:00Z,2001-03-14T23:00:00Z,1,true,Se accede directamente desde una calle del casco urbano de Pinilla.,Mirador de la Peña del Cura (Pinilla de Fermoselle),1,1,2,false,0,1,,Vistas Arribe,2,POINT (-6.382417185275154 41.368853125605447)
,,,,,,-1,-1,-1,,,72583,11,true,false,,ARDMR00004,,2010-07-15T22:00:00Z,1998-01-14T23:00:00Z,1,true,Se accede por un camino-sendero que parte desde la Ermita Nuestra Señora del Castillo a una distancia de 551m,Mirador de las Barrancas,2,2,2,false,0,9,,Vistas Arribe,2,POINT (-6.28998194925333 41.440169847998057)
,,,,,,-1,-1,-1,,,72584,11,true,false,,ARDMR00005,,2010-07-15T22:00:00Z,2002-04-14T22:00:00Z,1,true,Se accede siguiendo la ruta interpretativa de los Lagares Rupestres de Mámoles que parte del pueblo.,Asomadero del Alto del Cueto (Mámoles),1,2,2,false,0,1,,Vistas Arribe,2,POINT (-6.313735481663212 41.401210747998014)
,,,,,,-1,-1,-1,,,72585,11,true,false,,ARDMR00006,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Pista,Mirador de las Janas,3,1,1,true,0,2,,"Puerto de la Molinera, río Huebra",2,POINT (-6.758759702184526 41.033577319025596)
,,,,,,-1,-1,-1,,,72587,11,true,false,,ARDMR00008,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Senda,Mirador Casa Quiquín,2,1,2,true,0,2,,Arribes del Huebra,2,POINT (-6.678513189140671 41.027574610572628)
,,,,,,-1,-1,-1,,,72588,11,true,false,,ARDMR00009,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Pista,Mirador de la Code,2,1,2,true,0,2,,"Almezal de Mieza, río Duero",2,POINT (-6.700699771761327 41.174851156489112)
,,,,,,-1,-1,-1,,,72589,11,true,false,,ARDMR00010,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Pista,Mirador del Colagón del Tío Paco,3,1,1,true,0,2,,"Almezal de Mieza, río Duero",2,POINT (-6.698903493184349 41.173383171772898)
,,,,,,-1,-1,-1,,,76539,11,true,true,,BSFMR00001,,2010-03-04T23:00:00Z,2009-01-14T23:00:00Z,1,true,"Este mirador se encuentra en la carretera SA-201 que va desde La Alberca al Valle de Las Batuecas, a unos 3 km de la Alberca en el puerto denominado El Portillo.",El Portillo,3,3,2,true,0,11,,Desde este mirador se podrá disfrutar de la profundidad del Valle de Las Batuecas Y de la Sierra de Las Hurdes y con un poco de suerte se podrá contemplar a algunas de las aves más emblemáticas del Parque Natural.,2,POINT (-6.119840892283955 40.472309936068172)
,,,,,,-1,-1,-1,,,76540,11,true,false,,BSFMR00002,,2010-03-04T23:00:00Z,2000-07-10T22:00:00Z,1,false,Este mirador se encuentra en la población de Monforte de la Sierra en el antiguo camino a La Alberca (hoy GR10) a unos 500 m del pueblo.,El Viborero,3,3,2,true,0,3,,"Desde este mirador situado por encima del pueblo de Monforte de la Sierra se puede observar desde otra perspectiva la arquitectura de los pueblos serranos, además del Valle del Arroyo Milanos y de la imponenete Sierra de Béjar.",2,POINT (-6.060932938582966 40.485459181581746)
,,,,,,-1,-1,-1,,,76541,11,true,true,,BSFMR00003,,2010-03-04T23:00:00Z,2000-07-10T22:00:00Z,1,true,"Este mirador está situado en el alto de la Peña de Francia, a ésta se accede desde el Cabaco por la carretera SA-201 (El Cabaco-La Alberca), a unos 3 Km de El Cabaco se coge la carretera SA-203 (subida a la Peña de Francia).",La Peña de Francia,3,3,3,true,0,3,,"Desde este mirador se puede ver gran parte del sur de la Provincia de Salamanca: Sierra de Béjar, Campo Charro, Sierra de Las Quilamas. En cuanto a la fauna del Parque Natural es fácil ver rebaños de cabra móntes y algunas de sus aves como águila real, buitre negro y leonado y halcón peregrino.",2,POINT (-6.168058169415045 40.512310163769065)
,,,,,,-1,-1,-1,,,76542,11,true,true,,BSFMR00004,,2010-03-04T23:00:00Z,2009-01-14T23:00:00Z,1,true,Este mirador está en la carretera que va de Sotoserrano a Béjar a 2 km del primero.,Las Juntas,3,3,1,true,0,11,,Desde este mirador situado en la unión de los Ríos Alagón y Cuerpo de Hombre se puede disfrutar de las hermosas vistas hacia la ribera de ambos ríos y de los verdes pastizales que las bordean. Desde el mismo también se puede ver uno de los puentes de piedra más antiguos del Parque Natural.,2,POINT (-6.019746688968725 40.425770710364091)
,,,,,,-1,-1,-1,,,76543,11,true,true,,BSFMR00005,,2010-03-04T23:00:00Z,2009-01-14T23:00:00Z,1,true,"Desde la población de El Casarito (ctra. SA-201 El Cabaco-La Alberca), coger la carretera que va a San Martín del Castañar, a unos 250 m del cruce coger una pista que sale a mano izquierda y que lleva a la población de Nava de Francia, el mirador está en esta pista a unos 1,2 km.",Los Bardales,3,3,1,true,0,11,,"Desde este mirador se pueden contemplar las cumbres reinas del Parque Natural como son la Sierra de la Horconera, la Peña del Huevo, la Peña de Francia y el pico más alto de la Sierra de Francia: El Hastiala .",2,POINT (-6.121360317028786 40.530821534204165)
,,,,,,-1,-1,-1,,,76544,11,true,true,,BSFMR00006,,2010-03-04T23:00:00Z,2009-01-14T23:00:00Z,1,true,"Este mirador está situado en la carretera que va desde La Alberca a la población de Sotoserrano, a unos 6,5 km de La Alberca.",Madroñal,3,3,2,true,0,11,,"Desde este mirador se pueden ver las poblaciones y el entorno de Cepedas y Miranda del Castañar, además de la Sierra de Béjar, y parte del Valle del Río Alagón y del Río Francia",2,POINT (-6.059617012973748 40.470150763402884)
,,,,,,-1,-1,-1,,,76545,11,true,true,,BSFMR00007,,2010-03-04T23:00:00Z,2000-07-10T22:00:00Z,1,true,"Este mirador se encuentra antes de llegar al alto de la Peña de Francia, en el cruce con la carretera de va a Monsagro.",Paso de los Lobos,3,3,1,true,0,11,,"Este mirador situado en el collado del Paso de los Lobos, entre la Mesa del Francés y la Peña de Francia, nos permite disfrutar, por una vertiente, de la profundidad Valle del Río Agadón, cuyas aguas vierten a la cuenca del río Duero, y hacia la otra vertiente, del Valle del Lera (La Alberca), cuyas aguas vierten a la cuenca del Río Tajo.",2,POINT (-6.176488141307661 40.508892818506538)
,,,,,,-1,-1,-1,,,76546,11,true,true,,BSFMR00008,,2010-03-04T23:00:00Z,2000-07-10T22:00:00Z,1,true,,Peña La Cabra,3,3,1,true,0,11,,"Desde este mirador se puede contemplar parte del Valle del Río Francia, la Sierra de Las Quilamas, el pueblo Miranda del Castañar y la Sierra de Béjar.",2,POINT (-6.039423996225347 40.49236537199004)
,,,,,,-1,-1,-1,,,77647,11,true,true,,CRLMR00001,,2010-04-15T22:00:00Z,1989-01-14T23:00:00Z,1,true,Carretera S0-920 PK 20,Mirador de la Galiana,3,1,3,true,0,15,,,3,POINT (-3.042975658781933 41.731647891536866)
,,,,,,-1,-1,-1,,,89157,11,true,false,,SGRAP00002,Actualmente en restauracion por el incendio del verano del 2009,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Por la carretera N-502 en el desvio a el Arenal a 300 metros de la entrada, en coche",Barranco del Herradero,1,1,2,false,0,11,,Vistas al Barranco de las Cinco Villas,2,POINT (-5.018570441765915 40.299935487913928)
,,,,,,-1,-1,-1,,,77649,11,true,true,,CRLMR00003,,2010-04-15T22:00:00Z,1989-01-14T23:00:00Z,1,true,Carretera S0-960 PK8,Mirador de la Lastrilla,1,1,2,true,0,1,,,3,POINT (-3.128086804369618 41.781333421663128)
,,,,,,-1,-1,-1,,,72590,11,true,false,,ARDMR00011,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Senda,Mirador del Jormo,2,1,2,true,0,2,,Río Huebra,2,POINT (-6.649848697958032 41.014545657663078)
,,,,,,-1,-1,-1,,,77651,11,true,false,,CRLMR00005,,2010-04-15T22:00:00Z,1989-01-14T23:00:00Z,1,true,Senda del Castillo/Ruta de las Sabinas,Mirador del Castillo,1,1,2,true,0,1,,,3,POINT (-3.045144873918301 41.719554181542961)
,,,,,,-1,-1,-1,,,78614,11,true,true,,FCCMR00001,"Mirador que consta de una rampa de subida y una explanada circular, ambas de hormigón impreso. La plataforma está bordeada por una talanquera de madera, más baja en los extremos en que va sobre un murete de piedra de 50x50cm.",2009-12-16T23:00:00Z,2006-08-01T22:00:00Z,1,true,,Mirador de Alba de los Cardaños,3,1,1,false,0,11,,,2,POINT (-4.724158829953629 42.907354888130435)
,,,,,,-1,-1,-1,,,78627,11,false,false,,FCCMR00014,"Mirador con forma triángular de lados 12x8x5m, colocado sobre pilares de antigua construcción. Solera de entarimado de madera.",2009-12-16T23:00:00Z,2000-07-26T22:00:00Z,1,true,,Mirador de la Senda del Pinar de Velilla,2,1,2,false,0,9,,Pinar autóctono de pino silvestre,2,POINT (-4.829384022352389 42.849196784314351)
,,,,,,-1,-1,-1,,,78616,11,true,true,false,FCCMR00003,Mirador con forma semicircular en cuyo borde se distribuyen 4 bancos con sus correspondientes barandillas de forja.,2009-12-16T23:00:00Z,2009-03-12T23:00:00Z,1,true,,Mirador de El Campo,2,1,2,false,0,8,,,2,POINT (-4.501429646060608 42.975844441676941)
,,,,,,-1,-1,-1,,,72591,11,true,false,,ARDMR00012,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Senda,Mirador de la Monja y el Fraile,2,1,2,true,0,2,,Río Huebra,2,POINT (-6.653147826944614 41.01573879468981)
,,,,,,-1,-1,-1,,,78618,11,false,false,,FCCMR00005,,2009-12-16T23:00:00Z,2000-07-26T22:00:00Z,1,true,,Mirador de la Penilla,4,1,2,false,0,4,,Embalse de Ruesga y pradería.,2,POINT (-4.526607568770472 42.864772784621351)
,,,,,,-1,-1,-1,,,72592,11,true,false,,ARDMR00013,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Carretera,Mirador Cachón del Camaces,2,1,2,true,0,3,,,2,POINT (-6.754233720331671 41.020104605621277)
,,,,,,-1,-1,-1,,,72586,11,true,false,false,ARDMR00007,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,false,Carretera,Mirador del Duero,2,1,2,false,0,2,,Embalse de Saucelle,2,POINT (-6.730009858429794 41.103431368584779)
,,,,,,-1,-1,-1,,,78628,11,false,true,false,FCCMR00015,Mirador formado por una talanquera de madera tratada a modo de barandilla.,2009-12-16T23:00:00Z,2010-02-01T23:00:00Z,1,true,En el trayecto dela Senda de Tosande,Mirador en la Senda de Tosande,2,1,2,false,0,9,,,2,POINT (-4.551327982046779 42.835187014933183)
,,,,,,-1,-1,-1,,,78623,11,false,true,false,FCCMR00010,Mirador con muro de piedra de mampostería.,2009-12-16T23:00:00Z,2009-12-28T23:00:00Z,1,true,,Mirador de piedra en Senda del Gigante del Valle Estrecho,4,1,2,false,0,4,,,2,POINT (-4.628941204520294 42.898963354498271)
,,,,,,-1,-1,-1,,,72593,11,true,false,,ARDMR00014,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,false,Pista,Mirador de Mafeito,2,1,2,true,0,9,,Río Duero,2,POINT (-6.866529792936237 41.020378181556765)
,,,,,,-1,-1,-1,,,72595,11,true,false,,ARDMR00016,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Senda,Mirador Peña de la Vela,3,1,2,true,0,2,,"Presa de Saucelle, viñedos, río Duero",2,POINT (-6.82454892807438 41.02461538558692)
,,,,,,-1,-1,-1,,,72596,11,true,false,,ARDMR00017,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Pista,Mirador Pozo de los Humos,1,1,2,true,0,10,,Pozo de los Humos,2,POINT (-6.570781268230643 41.218564051801835)
,,,,,,-1,-1,-1,,,78615,11,false,false,false,FCCMR00002,"Es una plataforma de zahorra, delimitada por una barandilla de madera de alt 96 y 13 tramos de aprox. 1m, con dos cables de acero horizontales como elem. de seguridad.",2009-12-16T23:00:00Z,2006-09-21T22:00:00Z,1,true,Está en el trazado de la senda del Pinar,Mirador de Compuerto,2,1,2,false,0,9,,Monte de pinos y robles y la presa de Compuerto.,2,POINT (-4.828166634223939 42.852232640514302)
,,,,,,-1,-1,-1,,,72594,11,true,false,false,ARDMR00015,,2010-07-15T22:00:00Z,2002-04-10T22:00:00Z,1,true,Senda,Mirador de Picón de Felipe,2,1,2,true,0,8,,Embalse y presa de Aldeadávila,2,POINT (-6.678298682476447 41.214725124865282)
,,,,,,-1,-1,-1,,,78626,11,true,true,false,FCCMR00013,"Mirador con zona circular (30 m de diámetro), con zona circular central ajardinada y dos zonas laterales de observación. Rodeada de murete de mampostería. Solera de zahorra.",2009-12-16T23:00:00Z,2006-08-01T22:00:00Z,1,true,,Mirador del Alto de la Varga,3,1,1,false,0,3,,,2,POINT (-4.64527431928407 42.90844450693546)
,,,,,,-1,-1,-1,,,89158,11,false,false,,SGRAP00001,En la zona de Arbillas de Arenas de San Pedro,2010-07-22T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Desde la C-501 de Arenas a Candeleda, Km 7,8  siguiendo los indicadores a 2,5 km por la carretera forestal de Arbillas, en coche",Mirador de Arbillas,3,1,2,false,0,3,,Mirador al río Arbillas y a la vega de Poyales,2,POINT (-5.143690774492615 40.189549898026236)
,,,,,,-1,-1,-1,,,78629,11,false,true,false,FCCMR00016,"Mirador junto Bosque Fósil. Delimitado por una roca y 12 m de barandilla de madera, del mismo tipo que la del Bosque Fósil.",2009-12-16T23:00:00Z,2006-08-13T22:00:00Z,1,true,,Mirador junto Bosque Fósil,3,1,2,true,0,9,,Vistas a San Salvador de Cantamuda.,2,POINT (-4.474372696218514 42.946408379637525)
,,,,,,-1,-1,-1,,,79081,11,true,false,,FNTMR00001,Es el propio mirador del Ojo de la Fuentona. Firme de zahorra Aripaq,2010-05-27T22:00:00Z,1998-11-11T23:00:00Z,1,true,La Fuentona,Mirador de la Fuentona,4,1,1,true,0,4,,,3,POINT (-2.863653600961456 41.73470397681443)
,,,,,,-1,-1,-1,,,79510,11,true,false,,HERMR00001,,2011-06-08T22:00:00Z,2004-08-25T22:00:00Z,2,false,,Mirador de San Felices del Rudrón,2,3,2,false,0,17,,Valle del Rudrón en ambas direcciones,2,POINT (-3.803526741225825 42.760884819700777)
,,,,,,-1,-1,-1,,,79511,11,true,false,,HERMR00002,,2011-06-08T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Mirador del Cañón del Ebro,2,3,2,false,0,9,,Vistas al Caón del Ebro,2,POINT (-3.733206053051549 42.792575695634248)
,,,,,,-1,-1,-1,,,79512,11,true,false,,HERMR00003,Recién hecho con subvenciones del Parque.,2010-05-06T22:00:00Z,2004-08-25T22:00:00Z,1,true,Desde la crt. de Cidad a Vallejo a la izq.,Mirador de Vallejo,3,3,1,false,0,8,,Desfiladero de los Tornos,2,POINT (-3.726157778358806 42.884737437833188)
,,,,,,-1,-1,-1,,,79513,11,false,false,,HERMR00004,Puesto de vigilancia,2011-06-08T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Mirador Alto de Cielma,1,3,2,false,0,1,,,2,POINT (-3.793398328481463 42.923895518761803)
,,,,,,-1,-1,-1,,,79514,11,true,false,,HERMR00005,,2011-06-08T22:00:00Z,2004-08-25T22:00:00Z,1,true,A pie por escalones,Mirador del Ebro en Pesquera de Ebro,2,3,3,false,0,9,,,2,POINT (-3.802570336813536 42.735564528647416)
,,,,,,-1,-1,-1,,,79515,11,true,false,,HERMR00006,Está en construcción,2011-06-08T22:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,Mirador de San Felices del Rudrón,2,3,2,false,0,17,,,2,POINT (-3.802060900554775 42.735847263040974)
,,,,,,-1,-1,-1,,,80329,11,true,true,,HDRMR00001,,2010-01-26T23:00:00Z,2000-04-30T22:00:00Z,1,true,,Virgen de la Peña,3,1,2,false,0,2,,Las Hoces del Duratón,2,POINT (-3.750444015652404 41.302767186923241)
,,,,,,-1,-1,-1,,,80330,11,true,true,,HDRMR00002,,2010-01-26T23:00:00Z,2008-07-31T22:00:00Z,1,true,,La Senda de la Glorieta,2,1,1,false,0,8,,Río Carlilla,2,POINT (-3.757742381953928 41.298342469815267)
,,,,,,-1,-1,-1,,,80331,11,true,true,,HDRMR00003,,2010-01-26T23:00:00Z,2004-02-29T23:00:00Z,3,false,,Mirador del Convento,1,2,2,false,0,1,,Monasterio de Nuestra Señora de los Ángeles de la Hoz,2,POINT (-3.872761837576484 41.313554675900313)
,,,,,,-1,-1,-1,,,80332,11,true,true,,HDRMR00004,,2010-01-26T23:00:00Z,2004-02-29T23:00:00Z,1,false,,San Frutos,2,1,2,false,0,9,,"Hoces del Duratón, presa y Ermita de San Frutos",2,POINT (-3.873352175559407 41.326664685473744)
,,,,,,-1,-1,-1,,,80716,11,true,false,,HRRMR00001,,2010-05-31T22:00:00Z,2005-10-14T22:00:00Z,1,true,"Partiendo de Valdevacas de Montejo, desde la calle de la Fuente, y siguiendo la señalización, nos aproximamos hasta la iglesia del pueblo. Dejando este emblemático edificio a nuestra derecha, ascendemos, durante 700 metros, al cerro el Alto.",Cerro el Alto,2,1,2,false,0,9,,Matorral,2,POINT (-3.635547067551966 41.523342317316263)
,,,,,,-1,-1,-1,,,80717,11,true,false,,HRRMR00002,,2010-05-31T22:00:00Z,2005-10-14T22:00:00Z,1,true,"Partiendo de Maderuelo, en dirección al camino de los huertos, continuamos por el marquen izquierdo del embalse de Linares del Arroyo durante aproximadamente un kilómetro quinientos metros.",La Rivilla,2,1,2,false,0,9,,Embalse,2,POINT (-3.516230979509557 41.493098852937806)
,,,,,,-1,-1,-1,,,81577,11,true,false,,LGNMR00001,,2010-05-25T22:00:00Z,2008-01-14T23:00:00Z,1,true,,San Francisco,2,3,1,false,0,11,,"Picos de Urbión, Pinar de Neila, Sierra de la Demanda",2,POINT (-3.041109863931212 42.045731433033922)
,,,,,,-1,-1,-1,,,81578,11,true,false,false,LGNMR00002,,2010-05-25T22:00:00Z,2009-01-14T23:00:00Z,1,false,,Mirador junto talud de regeneración,1,3,2,false,0,1,,Lagunas Glaciares de Neila,2,POINT (-3.049933900162784 42.046248140929507)
