Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,arbol_nombre,especie_id,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,79196,19,true,false,,HERAS00016,,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,1,false,Carretera de Sargentes a San Felices.,Haya,1,3,2,true,0,1,,Haya,3,POINT (-3.843311182865047 42.757816576100105)
,,,,,,-1,-1,-1,,,79197,19,true,false,,HERAS00017,,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,1,false,Carretera de Sargentes a San Felices.,Encina,1,3,2,true,0,1,,Encina,15,POINT (-3.847922352063033 42.757215192534588)
,,,,,,-1,-1,-1,,,79198,19,true,false,,HERAS00018,,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,1,false,Carretera de Sargentes a San Felices.,Encina,1,3,2,true,0,1,,Encina,15,POINT (-3.846649470724254 42.757071520292008)
,,,,,,-1,-1,-1,,,79199,19,true,false,,HERAS00019,,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,1,false,En San Andrés de Montearados,Tilo de San Andrés,1,3,1,true,0,1,,Tilo de San Andrés,16,POINT (-3.911247569309415 42.71292693161071)
,,,,,,-1,-1,-1,,,79200,19,true,false,,HERAS00020,Grupo de robles que se encuentran en linderas de fincas y que sería necesario conserbar por ser los mejores pies de la zona.,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,1,false,Desde trashaedo a Pradanos,Ontileña,1,3,1,true,0,1,,Ontileña,14,POINT (-3.951770296192214 42.688426950408285)
,,,,,,-1,-1,-1,,,79201,19,true,false,,HERAS00021,A pie,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,,,4,2,2,false,0,4,,,17,POINT (-3.747848248530389 42.782374725428753)
,,,,,,-1,-1,-1,,,79202,19,true,false,,HERAS00022,Camino. 2 robles en un descansadero del camino,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,,El Moral,4,1,2,false,0,4,,El Moral,17,POINT (-3.791805213839315 42.726227668375962)
,,,,,,-1,-1,-1,,,79203,19,true,false,,HERAS00023,A pie,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,,Encina de Quintanilla,4,2,2,false,0,4,,Encina de Quintanilla,15,POINT (-3.800085902447591 42.787911169122438)
,,,,,,-1,-1,-1,,,79204,19,true,false,,HERAS00024,A pie. No es muy grande pero es conocida.,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,,Haya Cantiza,4,2,2,false,0,4,,Haya Cantiza,3,POINT (-3.777594720695924 42.7619955308475)
,,,,,,-1,-1,-1,,,79205,19,true,false,,HERAS00025,A pie. En la pared del sendero,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,,Encina Gorda,4,2,2,false,0,4,,Encina Gorda,15,POINT (-3.773604564748501 42.777232656809581)
,,,,,,-1,-1,-1,,,79206,19,true,false,,HERAS00026,Camino. 2 robles,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,,Tejera,4,2,2,false,0,4,,Tejera,18,POINT (-3.787596135716549 42.810547126757186)
,,,,,,-1,-1,-1,,,79207,19,true,false,,HERAS00027,A pie,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,,,4,2,2,false,0,4,,,17,POINT (-3.790748794804044 42.809354706341637)
,,,,,,-1,-1,-1,,,79208,19,true,false,,HERAS00028,No es singular por grande pero es poco frecuente en la zona. Foto 28,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Senda,Jerbo,4,2,2,false,0,4,,Jerbo,19,POINT (-3.781731943350819 42.810110029312753)
,,,,,,-1,-1,-1,,,79209,19,true,false,,HERAS00029,Fotos 119 y 120,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Roble Gordo,4,2,2,false,0,4,,Roble Gordo,12,POINT (-3.667882823764677 42.825752513154313)
,,,,,,-1,-1,-1,,,81540,19,true,false,,LGNAS00006,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Pista forestal de las Hazas, junto a la Cerrada, lado izquierdo",Haya,1,3,2,true,0,4,,Haya,3,POINT (-2.987229229061654 42.081151269245439)
,,,,,,-1,-1,-1,,,81541,19,true,false,,LGNAS00007,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Pista forestal de las Hazas, junto a la Cerrada, lado izquierdo",Haya,1,3,2,true,0,4,,Haya,3,POINT (-2.987253414665606 42.081124252314424)
,,,,,,-1,-1,-1,,,81542,19,true,false,,LGNAS00008,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Pista forestal de las Hazas, junto a la Cerrada, lado izquierdo, avanzado el camino",Haya,1,3,2,false,0,4,,Haya,3,POINT (-2.984424440861298 42.080682582760744)
,,,,,,-1,-1,-1,,,81543,19,true,false,,LGNAS00010,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Collado de Ríofrio hacia Sobralejos dejando esta pista y siguiendo dirección el Pinarcito, a la altura de un paraja llamado Las Losedas",Acebos,1,3,2,false,0,4,,Acebos,20,POINT (-2.95496222811585 42.044864685598647)
,,,,,,-1,-1,-1,,,81544,19,true,false,,LGNAS00001,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,Camino Laguna La Cascada,Pinos centenarios,1,3,2,true,0,4,,Pinos centenarios,21,POINT (-3.036250674924365 42.053045781367693)
,,,,,,-1,-1,-1,,,81545,19,true,false,,LGNAS00002,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,Camino Laguna La Cascada,Pinos centenarios,1,3,2,true,0,4,,Pinos centenarios,21,POINT (-3.050241778345258 42.049167677228134)
,,,,,,-1,-1,-1,,,81546,19,true,false,,LGNAS00003,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,Refugio-cascada hacia cueva potros,Pinos centenarios,1,3,2,true,0,4,,Pinos centenarios,21,POINT (-3.052249498203816 42.051328361983998)
,,,,,,-1,-1,-1,,,81547,19,true,false,false,LGNAS00004,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,Subida La Cascada por Corral de Perros,Pino centenario,1,3,2,true,0,4,,Pino centenario,21,POINT (-3.033123252621709 42.057919286431385)
,,,,,,-1,-1,-1,,,81548,19,true,false,,LGNAS00009,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Collado de Ríofrio hacia Sobralejos dejando esta pista y siguiendo dirección el Pinarcito, a la altura de un paraja llamado Las Losedas",Pino,1,3,2,false,0,4,,Pino,21,POINT (-2.956411616486934 42.045738885001334)
,,,,,,-1,-1,-1,,,81549,19,true,false,,LGNAS00011,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Collado de Ríofrio hacia Sobralejos dejando esta pista y siguiendo dirección el Pinarcito, a la altura de un paraja llamado Peña Vicente.",Pino,1,3,2,false,0,4,,Pino,21,POINT (-2.954950119452393 42.044900707233843)
,,,,,,-1,-1,-1,,,81550,19,true,false,,LGNAS00012,,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,De la Caseta del Dólar en dirección al Pinarcito.,Pinos,1,3,2,false,0,4,,Pinos,21,POINT (-2.946542139827623 42.042582403352625)
,,,,,,-1,-1,-1,,,81551,19,true,false,,LGNAS00005,Roble de más diámetro de todo el parque,2010-07-28T22:00:00Z,2008-12-08T23:00:00Z,3,false,"Al otro lado de la carretera,frente al area recreativa-refugio La cerrada",Roble centenario,1,3,2,true,0,4,,Roble centenario,22,POINT (-2.980579559900712 42.081528611285798)
,,,,,,-1,-1,-1,,,81660,19,true,false,,LNUAS00001,"Árbol incluido en el Catalogo de Arboles Singulares de Castilla y Léon con el código AS.SO-6. ORDEN MAM/1156/2006, de 6 de junio, por la que se acuerda la inclusión de determinados ejemplares de especímenes vegetales en el «Catálogo de especímenes vegetales de singular relevancia de Castilla y León».",2010-06-13T22:00:00Z,2006-07-17T22:00:00Z,3,false,Pista forestal Monte Público Nº 125,Pino Rey,1,1,2,true,0,1,,Pino Rey,23,POINT (-2.827608188901005 41.970678566773174)
,,,,,,-1,-1,-1,,,81661,19,true,false,,LNUAS00002,,2010-06-13T22:00:00Z,2006-07-17T22:00:00Z,3,false,Sendero de la Laguna,Tiemblos de la Laguna,1,1,2,true,0,1,,Tiemblos de la Laguna,24,POINT (-2.845975224426724 42.00157924958468)
,,,,,,-1,-1,-1,,,81662,19,true,false,,LNUAS00003,Fuera del Parque Natural.,2010-06-13T22:00:00Z,2006-07-17T22:00:00Z,3,false,Pista forestal a Santa Inés,Cerezo de Santa Inés,1,1,2,true,0,1,,Cerezo de Santa Inés,25,POINT (-2.802428707267016 42.006934505767603)
,,,,,,-1,-1,-1,,,81663,19,true,false,,LNUAS00004,,2010-06-13T22:00:00Z,2006-07-17T22:00:00Z,3,false,Pista forestal Monte Público Nº 125,Pino Zamplón,1,1,2,true,0,1,,Pino Zamplón,23,POINT (-2.86818470949903 41.976343441306803)
,,,,,,-1,-1,-1,,,81664,19,true,false,,LNUAS00005,,2010-06-13T22:00:00Z,2006-07-17T22:00:00Z,3,false,Sendero de la Laguna,Pino de la Laguna Negra,1,1,2,true,0,1,,Pino de la Laguna Negra,23,POINT (-2.846647969494449 41.997986531575258)
,,,,,,-1,-1,-1,,,81665,19,true,false,,LNUAS00006,"Fuera del Parque Natural. Arbol incluido en el Catalogo de Arboles Singulares de Castilla y Léon con el código AS.SO-11. ORDEN MAM/1156/2006, de 6 de junio, por la que se acuerda la inclusión de determinados ejemplares de especímenes vegetales en el «Catálogo de especímenes vegetal",2010-06-13T22:00:00Z,2006-07-17T22:00:00Z,3,false,Pista forestal,Pino Negro,1,1,2,true,0,1,,Pino Negro,26,POINT (-2.750371274645541 42.009580098433148)
,,,,,,-1,-1,-1,,,83688,19,true,false,,MDLAS00001,Se accede con vehículo todoterreno o a pie.,2010-09-09T22:00:00Z,2002-07-31T22:00:00Z,1,true,,Los Zufreiros del Frade,4,2,2,false,0,4,,Los Zufreiros del Frade,34,POINT (-6.809756777048428 42.483340870723424)
,,,,,,-1,-1,-1,,,83689,19,true,false,,MDLAS00002,,2010-09-09T22:00:00Z,2002-07-31T22:00:00Z,3,false,,Castaño del Rey,4,3,2,false,0,4,,Castaño del Rey,7,POINT (-6.757877411464388 42.460737509272725)
,,,,,,-1,-1,-1,,,84179,19,true,false,,MOBAS00001,,2010-04-26T22:00:00Z,2006-10-13T22:00:00Z,1,false,En el sendero PR101,Pinsapo,1,2,2,false,0,1,,Pinsapo,35,POINT (-3.41043442765928 42.729650700738816)
,,,,,,-1,-1,-1,,,84180,19,true,false,,MOBAS00002,,2010-04-26T22:00:00Z,2006-10-13T22:00:00Z,1,true,,Alcornoque,1,2,2,false,0,1,,Alcornoque,34,POINT (-3.111121595143724 42.736624726820565)
,,,,,,-1,-1,-1,,,84181,19,true,false,,MOBAS00003,,2010-04-26T22:00:00Z,2006-10-13T22:00:00Z,1,true,,Castaño,1,2,2,false,0,1,,Castaño,7,POINT (-3.163580373183205 42.836188224311989)
,,,,,,-1,-1,-1,,,84471,19,true,false,,MSTAS00001,"Las raíces están expuestas a erosión por el ganado, que asesta bajo su sombra. En esta zona a los quejigos se les llama robles o robres.",2010-03-02T23:00:00Z,1996-03-13T23:00:00Z,1,false,"A pie, por el camino de Mijala a Zaballa, a unos 500 metros de Mijala.",Roble Ochala,4,2,2,false,0,4,,Roble Ochala,14,POINT (-3.08355474257591 42.958430721508051)
,,,,,,-1,-1,-1,,,84472,19,true,false,,MSTAS00002,"Es el único tejo que conocemos dentro del Monumento Natural, corre peligro, ya que esta muy cerca del tendido eléctrico y poden cortarlo al desbrozar la línea.",2010-03-02T23:00:00Z,1996-03-13T23:00:00Z,1,false,"A pie, a unos 100 metros al norte del camino de la nevara al pozo Ongño, junto al tendido electrico",Tejo,4,2,2,false,0,4,,Tejo,5,POINT (-3.043943869249559 42.962000811531993)
,,,,,,-1,-1,-1,,,84473,19,true,false,,MSTAS00003,"Hay que proponerlo para el catálogo. Forma parte de un bosquete en el que hay 5 quejigos y 8 arces de gran tamaño. A los Arces en esta zona, se les denomina Escarrios ó Iscarrios, es el más grueso de un bosquete singular.",2010-03-02T23:00:00Z,1996-03-13T23:00:00Z,1,false,En Valle los Alces,"Arce Mompelier, escarrio, iscarrio.",4,2,2,false,0,4,,"Arce Mompelier, escarrio, iscarrio.",36,POINT (-3.066013753612874 42.961864139388098)
,,,,,,-1,-1,-1,,,84474,19,true,false,,MSTAS00004,"Hay que proponerlo para el catálogo. Forma parte de un bosquete en el que hay 5 quejigos y 8 arces de gran tamaño. A los Arces en esta zona, se les denomina Escarrios ó Iscarrios, es el más grueso de un bosquete singular.",2010-03-02T23:00:00Z,1996-03-13T23:00:00Z,1,false,En Valle los Alces,"Arce campestre, escarrio, iscarrio.",4,2,2,false,0,4,,"Arce campestre, escarrio, iscarrio.",37,POINT (-3.065927945190599 42.961882199142138)
,,,,,,-1,-1,-1,,,84475,19,true,false,,MSTAS00005,"Roble de 3,78m de perímetro normal. Tiene una hueca al sur hasta 3m de altura. Junto a el hay un pie gruoso de otro roble que ha sido cortado",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,3,false,A pie 650 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.033674180422303 42.926442843855995)
,,,,,,-1,-1,-1,,,84476,19,true,false,,MSTAS00006,"Roble de 3,47m de perímetro normal. Tiene una hueca al oeste hasta 2m de altura.",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,3,false,A pie 700 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.033000201657298 42.926434034917463)
,,,,,,-1,-1,-1,,,84477,19,true,false,,MSTAS00007,"Roble de 4,70m de perímetro normal. Tiene una hueca al norte hasta 2m de altura y un contrafuerte al suroeste parece híbrido. Junto a el hay otro de 3,40m de perímetro que no inventariamos.",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,3,false,A pie 800 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.031535253012594 42.926038516261244)
,,,,,,-1,-1,-1,,,84478,19,true,false,,MSTAS00008,"Roble de 5,38m de perímetro normal, 9,55m de perímetro basal, 3,20m de altura del fuste, 10m de altura total y 12,34m x 10,21m de diámetro de la copa.  Debe proponerse para el catálogo. Tiene una hueca grande al norte  de 3,20m de altura y 1m de ancho. Junto a el hay una cista funeraria.",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,3,false,A pie 850 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.031651709893906 42.925371801205976)
,,,,,,-1,-1,-1,,,84479,19,true,false,,MSTAS00009,"Roble de 3,72m de perímetro normal. Tiene berrugas y una hueca que lo atraviesa",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,3,false,A pie 1000 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.029457895656519 42.924588933555846)
,,,,,,-1,-1,-1,,,84480,19,true,false,,MSTAS00010,"Roble de 4,50m de perímetro normal Parece híbrido, en muy buen estado",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,1,false,A pie 1200 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.027472495324923 42.923914036459742)
,,,,,,-1,-1,-1,,,84481,19,true,false,,MSTAS00011,"Roble de 4,42m de perímetro normal. Fuste muy alto, está cerca de un calero",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,1,false,A pie 1250 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.027166108558928 42.92380604704578)
,,,,,,-1,-1,-1,,,84482,19,true,false,,MSTAS00012,"Roble de 4,25m de perímetro normal",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,1,false,A pie 1350 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.026553384645676 42.923698128274253)
,,,,,,-1,-1,-1,,,84483,19,true,false,,MSTAS00013,"Roble de 5,50m de perímetro normal, 9,35m de perímetro basal, 4,46m de altura del fuste, 9.50m de altura total y 11,95m x 10m de diámetro de la copa. Debe proponerse para el catálogo. Tiene una hueca grande en lo alto del fuste y otra pequeña en la base al sur, en todo el perímetro tiene grandes contrafuertes y una rama cortada. Es el roble mas grueso que conocemos en el municipio de Berberana. Parece híbrido.",2010-04-19T22:00:00Z,1996-03-13T23:00:00Z,3,false,A pie 1500 metros al este de la caseta de los Camineros en el valle de Molocoalaña,Roble,1,2,2,false,0,1,,Roble,17,POINT (-3.023527037135081 42.924419207070763)
,,,,,,-1,-1,-1,,,84484,19,true,false,,MSTAS00014,"Es grueso, no medimos su perímetro",2010-03-21T23:00:00Z,1996-03-13T23:00:00Z,1,false,Al norte de la iglesia a 200m,Nogal,3,1,2,false,0,3,,Nogal,38,POINT (-3.059790385654129 42.929295823504376)
,,,,,,-1,-1,-1,,,84485,19,true,false,,MSTAS00015,"Es grueso, no medimos su perímetro",2010-03-21T23:00:00Z,1996-03-13T23:00:00Z,1,false,100 Metros al sur de la iglesia,Morera,3,1,2,false,0,3,,Morera,39,POINT (-3.061037850786721 42.92675569766309)
,,,,,,-1,-1,-1,,,85798,19,true,false,false,PEUAS00003,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Abeto de Boñar,4,3,2,false,0,4,,Abeto de Boñar,27,POINT (-5.32369170258196 42.864749834811271)
