Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,89364,16,true,false,,SGRZA00018,"Edificios mejorables. Entrada en tierra y de mal acceso, de longitud 80m. Demasiada concentración de campamentos juntos.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,false,,Prado Molino,4,3,2,false,0,4,,POINT (-5.191972317968966 40.342332463886365)
,,,,,,-1,-1,-1,,,89365,16,true,false,,SGRZA00019,"Edificios mejorables. Entrada en tierra y de mal acceso, de longitud 80m. Demasiada concentración de campamentos juntos.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,false,,Prado Molino3,4,3,2,false,0,4,,POINT (-5.192807003494151 40.341836538657006)
,,,,,,-1,-1,-1,,,89366,16,true,false,,SGRZA00020,"Campamento juvenil de aproximadamente 1 ha, con portera de entrada. Comedor bajo cubierta y abierto con 15 mesas y bancos para unas 70 personas. Fregaderos de piedra con 20 grifos. 2 edificios acondicionados de 12x3 m, a dos aguas con teja, de color nar",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,false,,Huerta Del Rey,4,3,2,false,0,4,,POINT (-5.164512351809721 40.341102447783214)
,,,,,,-1,-1,-1,,,89367,16,true,false,,SGRZA00021,"Campamento juvenil que ocupa unas 2 Ha, en el camino de la Garganta de Abajo, en Monte Público de pinar y prados, en ladera. Tiene edificios recientes de almacén, cocinas y servicios.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,2,false,,Las Cepedillas,4,3,2,false,0,4,,POINT (-5.186412251088226 40.347092496244073)
,,,,,,-1,-1,-1,,,89368,16,true,false,,SGRZA00022,"Próximo al cordel. Zona cercana al Tormes, cordel y pista forestal. Instalaciones de comedor y cocinas. Ocupa media hectárea.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,false,,Prado Molino,4,3,2,false,0,4,,POINT (-5.188114448039766 40.342380051741294)
,,,,,,-1,-1,-1,,,89369,16,true,false,,SGRZA00023,"Con instalaciones muy antiguas de cocina, almacén, duchas, servicios, lavaderos. Muy cerca del Tormes en el margen izquierdo. Precisa fuerte remodelación.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Isleta,4,3,2,false,0,4,,POINT (-5.17834291019058 40.337249802154162)
,,,,,,-1,-1,-1,,,89370,16,true,false,,SGRZA00024,"Campamento juvenil a pié del río Tormes, que ocupa unas 2 ha, con 4 edificios grandes, uno blanco de 14x 5 a dos aguas, con contraventanas verdes a modo de enfermería y administración. Otro de 5x3 para lavabos y servicios, con cubierta de Uralita a dos a",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Sanchivieco,4,3,2,false,0,4,,POINT (-5.179452277771556 40.337882432448083)
,,,,,,-1,-1,-1,,,89371,16,true,false,,SGRZA00025,"Con edificio de cocinas, comedor abierto fuera del cercado. Edificios de servicios, fuentes y zona de pradera cercana a la pista de Hoyos a Prado Molino.Ocupa 2.000 m2. Acceso desde la pista de tierra a unos 70m.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,La Cerrada,4,3,2,false,0,4,,POINT (-5.177359946521355 40.342556072880512)
,,,,,,-1,-1,-1,,,89372,16,true,false,,SGRZA00026,"Pradera con edificios de cocinas, servicios, fregaderos, zona de juegos. Entrada por la carretera de la plataforma de Gredos en el Km 3,5 a la izquierda por pista de tierra a 300 de la carretera. Buenas instalaciones y zona apartada con amplia explanada",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,false,,La Isla,4,3,2,false,0,4,,POINT (-5.179548204034428 40.323129393578583)
,,,,,,-1,-1,-1,,,89373,16,true,false,,SGRZA00027,Sin instalaciones. Pradera grande. Encinas grandes en medio de dos campamentos y dos praderas colindantes. Pista de acceso de tierra. Portera de hierro. 3 hectáreas. Visible desde la carretera a Barco de Ávila. Al Norte el río Tormes.,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Las Alderetas,4,3,2,false,0,4,,POINT (-5.430714145791905 40.330390496063885)
,,,,,,-1,-1,-1,,,89374,16,true,false,,SGRZA00028,Sin instalaciones. Pradera grande. Encinas grandes en medio de dos campamentos y dos praderas colindantes. Pista de acceso de tierra. Portera de hierro. 3 hectáreas. Visible desde la carretera a Barco de Ávila. Al sur el río Tormes.,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Vegas,4,3,2,false,0,4,,POINT (-5.430714145791905 40.330390496063885)
,,,,,,-1,-1,-1,,,89375,16,true,false,,SGRZA00029,"Servicios, comedor, almacén, dos cabañas. 1,8 hectáreas. Alisos, entrada de tierra desde la carretera a Barco. Al sur del río Tormes y al norte regadera.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Prado Del Pilar,4,3,2,false,0,4,,POINT (-5.461621587768764 40.327772796321042)
,,,,,,-1,-1,-1,,,89376,16,true,false,,SGRZA00030,"Sin instalaciones. Encinar con calleja de paredes de piedra. Regadera para los Llanos y Hermosillo a 5 metros. Con alisos y robles. Pradera de 1,2 has. Camino de tierra. Limite po el sur al río Tormes. Límite Norte Regadera.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Lagartera,4,3,2,false,0,4,,POINT (-5.468709793086076 40.328819685864687)
,,,,,,-1,-1,-1,,,89377,16,true,false,,SGRZA00031,"Sin instalaciones. Al norte regadera, al sur río Tormes. Pradera. 0,5 hectáreas, pista de tierra, con sombra de alisos.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Nuevo,4,3,2,false,0,4,,POINT (-5.449655197097353 40.330143821459124)
,,,,,,-1,-1,-1,,,89378,16,true,false,,SGRZA00032,"Campamento vallado de 1 Ha, próximo al río, con valla de alambre y seto de ciprés. Comedor cubierto con 15 mesas y bancos. 6 cabañas de madera para 12 niños, edificio de cocina y almacén. Servicios a la entrada con duchas. Zona de pinar. En Monte Público",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Los Sauces,4,3,2,false,0,4,,POINT (-5.033532273227042 40.22135264153053)
,,,,,,-1,-1,-1,,,89379,16,true,false,,SGRZA00033,Prado del río. Solamente está formado por una tenada de chapa galvanizada y dos mesas. Una barbacoa,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Del Rio,4,3,2,false,0,4,,POINT (-5.513933054224314 40.265790361613433)
,,,,,,-1,-1,-1,,,89380,16,true,false,,SGRZA00034,Sin instalaciones. 1 hectárea.Robles en el perímetro,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Prado El Molino,4,3,2,false,0,4,,POINT (-5.513025770060114 40.270503164344724)
,,,,,,-1,-1,-1,,,89381,16,true,false,,SGRZA00035,"Sin instalaciones. 0,5 hectáreas. Junto al río con alisos.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Molino,4,3,2,false,0,4,,POINT (-5.511999521102202 40.269147262864983)
,,,,,,-1,-1,-1,,,89382,16,true,false,,SGRZA00036,"Excelentes instalaciones. Robledal, pradera. Luz eléctrica, servicios, cocina, agua corriente y horno de quemar basura. 4,5 hectáreas",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Refugio Las Pozas,4,3,2,false,0,4,,POINT (-5.516945286800193 40.262355908722895)
,,,,,,-1,-1,-1,,,89383,16,true,false,,SGRZA00037,"Sin instalaciones. Prado con robles y alisos. 0,7 hectáreas.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Aguilera,4,3,2,false,0,4,,POINT (-5.513834138245349 40.265342119927226)
,,,,,,-1,-1,-1,,,89384,16,true,false,,SGRZA00038,Sin instalaciones. Robles en el prado. 2 hectáreas.,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Aguilera,4,3,2,false,0,4,,POINT (-5.513430611224345 40.270638491145249)
,,,,,,-1,-1,-1,,,89385,16,true,false,,SGRZA00039,"Sin instalaciones. Alisos y árboles de ribera. 0,8 hectáreas. Junto al río hay una caja de camión abandonada dentro.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Molino,4,3,2,false,0,4,,POINT (-5.513630339263627 40.268093940496321)
,,,,,,-1,-1,-1,,,89386,16,true,false,,SGRZA00040,"Sin instalaciones. Pradera. Carretera a Navalguijo, pasado el puente a la izquierda con sombra, de 4.000 metros cuadrados, mal acceso, un regato por medio, cercano a garganta de los Caballeros y al área recreativa del Berrocal",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Puente,4,3,2,false,0,4,,POINT (-5.515205153719616 40.211883199558009)
,,,,,,-1,-1,-1,,,89387,16,true,false,,SGRZA00041,"Con instalaciones de comedor cubierto para 15 mesas, edificio con servicios y almacén, dependencia para monitores, cocina y enfermería. Fregaderos exteriores, campo de juego y casa forestal con 3 habitaciones, cocina, salón con chimenea y cuarto de baño.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Navatormes Aula Naturaleza,4,3,2,false,0,4,,POINT (-5.132052331328917 40.340122516689732)
,,,,,,-1,-1,-1,,,89388,16,true,false,,SGRZA00042,"Con instalaciones fijas de comedor, cubierto, con 15 mesas y bancos de madera. 3 edificios, 1 para almacén y servicios, otro para dependencias de monitores. Recinto vallado en monte público de pinos de 1,2 Ha. Señal antigua de Campamento Juvenil.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Valdeascas,4,3,2,false,0,4,,POINT (-5.128432266416062 40.333072507751474)
,,,,,,-1,-1,-1,,,89389,16,true,false,,SGRZA00043,"Letrinas. Muy visible, sin limites definidos ni valla. Situan las tiendas entre dos brazos del río Tormesr. Muy precario. Letrinas, sin valla de cierre,",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Isleta,4,3,2,false,0,4,,POINT (-5.126302300956002 40.336502548441857)
,,,,,,-1,-1,-1,,,89390,16,true,false,,SGRZA00044,"Campamento juvenil del Parque Móvil. En mal estado, muy cercano al Tormes y pista asfaltada a Hoyos del Espino. Visible desde la pista. 2 edificios. 1 de servicios, con 2 duchas y 2 servicios.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Navatormes,4,3,2,false,0,4,,POINT (-5.137132374006944 40.339852524875845)
,,,,,,-1,-1,-1,,,89391,16,true,false,,SGRZA00045,"Sin instalaciones de ningún tipo, muy próxima al área recreativa, a pie de pista forestal y río Tormes.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Tamborrios,4,3,2,false,0,4,,POINT (-5.128502293892176 40.336262537263565)
,,,,,,-1,-1,-1,,,89392,16,true,false,,SGRZA00046,"Campamento juvenil en amplia explanada con orientación Norte, en la margen izquierda del Tormes. Con 2 edificios de 7x7, tejado a dos aguas, chapados de piedra: 1 de almacén, cocinas y dependencias, y el otro de servicios con duchas, alicatados y termin",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Las Maliciosas2,4,3,2,false,0,4,,POINT (-5.146902271495886 40.337332464637541)
,,,,,,-1,-1,-1,,,89393,16,true,false,,SGRZA00047,"Sin instalaciones, próximo a la garganta de Solana a 5 metros de la carretera. Valla de piedra con portera de hierro. Situado en el margen derecha arriba del puente.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,El Rollar,4,3,2,false,0,4,,POINT (-5.618879906239301 40.311165996899213)
,,,,,,-1,-1,-1,,,89394,16,true,false,,SGRZA00048,"Sin instalaciones. Carretera de Solana a Santiago. Con pradera, robles y fresnos. Próximo a las Frambuesas",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,La Lagunilla,4,3,2,false,0,4,,POINT (-5.619566887822216 40.309456992200836)
,,,,,,-1,-1,-1,,,89395,16,true,false,,SGRZA00049,"Sin instalaciones. Robledal. Camino Dehesa Pie de los Santos, pasado el río Aravalle. A 300 metros de la entrada de la Dehesa. Camino de tierra. Sombra completa de robles.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Del Monte,4,3,2,false,0,4,,POINT (-5.639044912686328 40.28782799664728)
,,,,,,-1,-1,-1,,,89396,16,true,false,,SGRZA00050,"Portera con candado. Acceso por pista de tierra desde el pueblo de Santiago de Aravalle a 500 metros, con campo de fútbol, 3 edificios grandes. Superficie aproximadamente 2 hectáreas, castaños muy grandes con sombra",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Rondillos,4,3,2,false,0,4,,POINT (-5.628499673681256 40.302840786955905)
,,,,,,-1,-1,-1,,,89397,16,true,false,,SGRZA00051,"Sin instalaciones. Carretera de Solana. Próximo a la garganta de Solana. Por debajo del puente, margen derecha, con sombra, buen acceso, prado de 1,5 has.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Los Molinillos,4,3,2,false,0,4,,POINT (-5.616104262076894 40.310589297212225)
,,,,,,-1,-1,-1,,,89398,16,true,false,,SGRZA00052,"En casco urbano de Puerto Castilla. Con instalaciones. Rodeado de edificios, en el pueblo",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Pradera Parroquial,4,3,2,false,0,4,,POINT (-5.629416443778369 40.28977683940677)
,,,,,,-1,-1,-1,,,89399,16,true,false,,SGRZA00053,"Excelentes instalaciones. Servicio, comedor, 10 cabañas. 2 hectáreas, con prado, zona de sombra de robles y alisos, con varios edificios. A 200 metros de la carretera por pista de tierra.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Cerrada De La Puente,4,3,2,false,0,4,,POINT (-5.016062419497525 40.367952568370256)
,,,,,,-1,-1,-1,,,89400,16,true,false,,SGRZA00054,Sin instalaciones. Dentro del casco urbano. Pradera de unas 6.000 m2.,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado La Mula,4,3,2,false,0,4,,POINT (-5.05772898072904 40.368222548236737)
,,,,,,-1,-1,-1,,,89401,16,true,false,,SGRZA00055,Sin instalaciones. Pradera. Calleja de tierra cruzando el puente del Tormes. Colindante con el 339. 1 hectárea. Limita con el río. Acceso de tierra pasado el puente del Tormes.,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Las Veguillas,4,3,2,false,0,4,,POINT (-5.401385039365289 40.326139188723538)
,,,,,,-1,-1,-1,,,89402,16,true,false,,SGRZA00056,"Con instalaciones fijas de comedor cubierto con 15 mesas y bancos de madera. 3 edificios, 1 para almacén y servicios, otro para dependencias de monitores.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,2,false,,Prado Piorno,4,3,2,false,0,4,,POINT (-5.41087550015698 40.324275210212811)
,,,,,,-1,-1,-1,,,89403,16,true,false,,SGRZA00057,"Edificio de cocina y almacén con fregaderos. Limita con el río y otros campamentos. Nogales, frutales, bancales, entrada de tierra, pasado el puente del Tormes.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,3,false,,La Veguilla,4,3,2,false,0,4,,POINT (-5.401829715874651 40.326066896060368)
,,,,,,-1,-1,-1,,,89404,16,true,false,,SGRZA00058,"Edificios grandes: 2 edificios de más de 1,7 hectáreas. Carretera de Solana a La Zarza. Buen acceso. Próximo a la ermita. Con instalaciones",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Albergue Virgen De La Nueva,4,3,2,false,0,4,,POINT (-5.627686189304037 40.314326021514603)
,,,,,,-1,-1,-1,,,89405,16,true,false,,SGRZA00059,"3 prados colindantes. Edificio de servicios nuevo. Aproximadamente 1 hectárea cada prado. Pradera consombra de alisos, a 200 metros de la carretera. Con entrada y portera. Hacen otros 3 campamentos colindantes, actualmente de ARAVALLE 2000.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,Casas Del Rey,4,3,2,false,0,4,,POINT (-5.598348922834512 40.31397126607871)
,,,,,,-1,-1,-1,,,89406,16,true,false,,SGRZA00060,"Sin instalaciones. Muy próximo al río y al puente aguas arriba. En el margen izquierdo. Entrada por la carretera de Solana. Superificie de 1 hectárea (2 prados), calleja de piedras de entrada. Visible desde la carretera.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,El Rollar,4,3,2,false,0,4,,POINT (-5.617484734329643 40.311296678152374)
,,,,,,-1,-1,-1,,,89407,16,true,false,,SGRZA00061,"3 prados colindantes. Edificio de servicios nuevo. Aproximadamente 1 hectárea cada prado. Pradera con sombra de alisos, a 200 metros de la carretera. Con entrada y portera. Hacen otros 3 campamentos colindantes, actualmente de ARAVALLE 2000.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,La Vega,4,3,2,false,0,4,,POINT (-5.598348922834512 40.31397126607871)
,,,,,,-1,-1,-1,,,89408,16,true,false,,SGRZA00062,"Sin instalaciones. 2 fincas a ambos lados de la carretera. Entradas desde la carretera. Portera con candado. Pared de piedra. 0,5 hectárea. Ocupan una zona para dormir y otra para actividades. Con fresnos. A 200 metros del pueblo, a 100 metros del puente",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,El Rollar,4,3,2,false,0,4,,POINT (-5.617817870499079 40.312000740236542)
,,,,,,-1,-1,-1,,,89409,16,true,false,,SGRZA00063,Sin instalaciones. Pradera. Carretera Casas del Rey a Puerto Castilla. Con chopos. Sin pared. Garganta de Solana a 20 metros. Muy próximo a los otros de Casas del Rey y Puerto Castilla,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Casas Del Rey,4,3,2,false,0,4,,POINT (-5.598131283040967 40.315966854800834)
,,,,,,-1,-1,-1,,,89410,16,true,false,,SGRZA00064,"Sin instalaciones. En pradera. Próximo a la carretera Casas del Rey 0,5 hectárea de alisos.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Nuevo,4,3,2,false,0,4,,POINT (-5.598644769155584 40.316468751057641)
,,,,,,-1,-1,-1,,,89411,16,true,false,,SGRZA00065,"3 edificios. Prado colindante con el campamento ""Isla de Gredos"" a 200 metros del puente de la Angostura. 2 hectáreas. Sin paredes ni cierre.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,1,false,,La Isla,4,3,2,false,0,4,,POINT (-5.352828668440458 40.334064672402789)
,,,,,,-1,-1,-1,,,89412,16,true,false,,SGRZA00066,Sin instalaciones. Limita con la orilla del Tormes. Pradera pequeña. Muy cercano al molino de Zapardiel.,2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Los Bierzos,4,3,2,false,0,4,,POINT (-5.329247559016434 40.341136004844138)
,,,,,,-1,-1,-1,,,89413,16,true,false,,SGRZA00067,"Sin instalaciones. A orilla del Tormes. Pradera. Continuación del 338. 0,75 hectáreas.Próximo al molino de Zapardiel restaurado como casa de turismo rural.",2011-06-12T22:00:00Z,1996-06-19T22:00:00Z,4,false,,Prado Los Molinos,4,3,2,false,0,4,,POINT (-5.331179943311287 40.340844831596293)
