Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,casa_parque_servicio_informativo,casa_parque_cida_biblio,casa_parque_tienda_verde,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,77563,7,true,true,false,CRLCP00001,"Instalaciones en rehabilitación, instalación provisional de atención al público en la misma dirección y teléfonos de contacto. Consultar tarifas vigentes. Tiene contenedor de pilas.",2010-04-15T22:00:00Z,2009-01-14T23:00:00Z,1,true,"Punto de información situado en la entrada de la Piscifactoría de Ucero, carretera SO-920 del Burgo de Osma a San leonardo de Yagüe pk16.",Casa del Parque del Cañón de Río Lobos,3,1,1,true,0,7,http://www.miespacionatural.es/espaciospanel/2392?tab=casas#tab-casa-4277,true,true,true,POINT (-3.047414122086075 41.72185642688742)
,,,,,,-1,-1,-1,,,81676,7,true,false,false,LNUCP00001,"Centro de recepcion, salas de nterpretacion, Salas audiovisuales y parque infantil. Empresas de mantenimiento: EDUMAT, SAGA, CTELEC, IBERMUTUAMUR, FRENTES, MIRAME, GAS HOME",2010-06-16T22:00:00Z,2007-01-14T23:00:00Z,1,true,"Se ubica en la Pista a La Laguna Negra. Llegar a Vinuesa por la N-234, y en esta localidad coger la pista forestal asfaltada que lleva a la Laguna Negra (km3).",Casa del Parque La Laguna Negra y Circos Glaciares de Urbión,3,1,1,true,0,2,http://www.miespacionatural.es/espaciospanel/2368?tab=casas#tab-casa-2327,true,true,true,POINT (-2.775534346674825 41.931688903027286)
,,,,,,-1,-1,-1,,,88835,7,true,false,,RCDCP00001,"No se necesita permiso, sin embargo hay servicios que se prestan previa cita, tales como las actividades guiadas para grupos",2011-06-12T22:00:00Z,2002-04-10T22:00:00Z,1,false,En el casco urbano de Castronuño junto al Parque de La Muela y la iglesia de Santa María del Castillo,Riberas de Castronuño-Vega del Duero,1,3,1,true,0,1,http://www.miespacionatural.es/espaciospanel/2532?tab=casas#tab-casa-2541,true,true,true,POINT (-5.263198473805974 41.390227975058167)
,,,,,,-1,-1,-1,,,83569,7,true,false,,LVFCP00001,,2010-03-02T23:00:00Z,1994-12-31T23:00:00Z,1,true,,Casa del Parque de las Lagunas de Villafáfila El Palomar,3,3,1,true,0,28,http://www.miespacionatural.es/espaciospanel/2336?tab=casas#tab-casa-2340,true,true,true,POINT (-5.595443812366492 41.855677779348675)
,,,,,,-1,-1,-1,,,77564,7,true,true,false,CRLCP00002,Tiene contedor de pilas.,2010-04-15T22:00:00Z,2009-01-14T23:00:00Z,1,true,Punto de información situado en el núcleo urbanode San Leonardo de Yagüe.,Casa del Parque del Cañón de Río Lobos-Museo San Leonardo,1,1,1,true,0,1,http://www.miespacionatural.es,true,false,true,POINT (-3.067994080906728 41.829202183637499)
,,,,,,-1,-1,-1,,,82510,7,true,false,false,LSNCP00001,,2010-05-31T22:00:00Z,1990-01-14T23:00:00Z,1,true,"En el núcleo urbano de San Martín de Castañeda, al noroeste de la provincia de Zamora. La mejor forma de llegar a esta localidad es desde Pebla de Sanabria, salidad N79 de A-52 madrid-Vigo, y seguir dirección Lago de Sanabria por la Za-104 y luego por la Za-103.",Casa del Parque San Martín de Castañeda,1,1,3,true,0,1,http://www.miespacionatural.es,true,false,true,POINT (-6.720418191568117 42.135266668807546)
,,,,,,-1,-1,-1,,,82511,7,true,false,false,LSNCP00002,,2010-05-31T22:00:00Z,2008-01-14T23:00:00Z,1,true,"Se encuentra situada en la carretera ZA-104, km.4,5 Rabanillo-Galende",Casa del Parque Monte Gándara,3,1,1,true,0,5,http://www.miespacionatural.es,true,true,true,POINT (-6.645952825414997 42.092510105893822)
,,,,,,-1,-1,-1,,,72320,7,true,false,false,AGRCP00001,En construcción. Fecha prevista de funcionamiento: 2011,2011-06-07T22:00:00Z,2008-12-08T23:00:00Z,2,true,Calle urbana de Arévalo de la Sierra.,Casa del Parque del Acebal,3,1,2,true,0,3,http://www.miespacionatural.es,true,true,true,POINT (-2.400283822087258 41.94715744955586)
,,,,,,-1,-1,-1,,,89561,7,true,true,false,VLICP00001,,2010-04-04T22:00:00Z,2006-09-03T22:00:00Z,1,true,"Se encuentra en la loclidad El Barraco. Para llegar desde el núcleo de El Barraco tomar la carretera hacia Las Cruceras, pasando por el el puente que hay sobre el Pantano de Burguillo.","Casa de la Reserva Natural del Valle de Iruelas ""Las Cruceras""",3,3,1,false,0,3,http://www.miespacionatural.es/espaciospanel/3609?tab=casas#tab-casa-2313,true,true,true,POINT (-4.563378443413421 40.419063798445329)
,,,,,,-1,-1,-1,,,81555,7,true,false,false,LGNCP00001,Los aseos son una instalación ubicada fuera de la casa del parque.,2011-06-08T22:00:00Z,2009-08-16T22:00:00Z,1,true,En la entrada del casco urbano de Neila. Se accede a esta localidad desde la localidad Quintanar de la Sierra por la carretera BU-822.,Casa del Parque de las Lagunas Glaciares de Neila,1,1,2,true,0,1,http://www.miespacionatural.es/espaciospanel/3513?tab=casas#tab-casa-3514,true,false,true,POINT (-2.992916723955608 42.060376033223299)
,,,,,,-1,-1,-1,,,84201,7,true,true,false,MOBCP00001,,2009-11-22T23:00:00Z,2006-10-13T22:00:00Z,1,false,"La casa del parque se encuentra en el núcleo urbano de Oña. A Oña se accede por la N-232, con salidas desde la la carretera Bu-510 (desde Briviescas) , N-629 (desde mediana de Pomar y Trespademe) y CL-629.",Casa del Parque Montes Obarenes-San Zadornil,3,1,1,true,0,3,http://www.miespacionatural.es/espaciospanel/4150?tab=casas#tab-casa-39002,true,true,false,POINT (-3.159417598719231 42.842609430632443)
,,,,,,-1,-1,-1,,,85865,7,true,true,false,PEUCP00001,,2010-08-04T22:00:00Z,2002-10-31T23:00:00Z,1,true,"La Casa del Parque se sitúa en el núcleo urbano de Puebla de Lillo, en la carretera de Puebla de Lillo a Boñar LE-331.",El Torreón de Puebla de Lillo,1,1,3,true,0,1,http://www.miespacionatural.es/espaciospanel/2489?tab=casas#tab-casa-2484,true,false,false,POINT (-5.275586249062812 43.007484004860423)
,,,,,,-1,-1,-1,,,85159,7,true,true,false,OJGCP00001,Contenedor de pilas usadas. Dispone de aparcabicis y área recreativa anexa. desde la casa se inician varias sendas entre ellas  la  Senda del Vivero Forestal.,2010-06-06T22:00:00Z,2005-11-30T23:00:00Z,1,true,Carretera asfaltada BU-526 y peatonal desde núcleo urbano de Quintanilla del Rebollar,Casa del Parque Ojo Guareña,3,1,1,true,0,9,http://www.miespacionatural.es/espaciospanel/3881?tab=casas#tab-casa-2645,true,true,true,POINT (-3.627062905608765 43.056050234863356)
,,,,,,-1,-1,-1,,,89131,7,true,true,false,SGRCP00002,,2010-06-14T22:00:00Z,1996-06-19T22:00:00Z,1,true,"En el pueblo de Guisando desde Arenas de San Pedro, cruzado el puente sobre el río Pelayos y el primer desvio a la derecha",El Risquillo,3,1,1,true,0,11,http://www.miespacionatural.es/espaciospanel/2359?tab=casas#tab-casa-2371,true,true,true,POINT (-5.14372194880043 40.220774618992088)
,,,,,,-1,-1,-1,,,84490,7,true,true,false,MSTCP00001,"Punto de partida de la senda: PR-BU-42, 43 y 44 al mirador Salto del Nervión. Hay máquina expendedora de agua, baños ecológicos.Las visitas autoguiadas son gratuitas.",2010-01-27T23:00:00Z,2005-05-31T22:00:00Z,1,true,"Ctra. BU-556 de Berberana al Puerto de Orduña, en PK. 341,6, a 3 km. por la pista forestal. Es el punto de partida de las sendas: PR BU41, PR BU42 Y PRBU43.",Casa del Parque Monte Santiago,2,1,1,true,0,3,http://www.miespacionatural.es/espaciospanel/2635?tab=casas#tab-casa-2433,true,true,true,POINT (-3.000932498889665 42.940998289307814)
,,,,,,-1,-1,-1,,,84491,7,true,true,false,MSTCP00002,De momento no tiene dotación propia. Lugar para realización de talleres y exposiciones temporales. Funciona como punto de información.,2010-01-27T23:00:00Z,1996-03-13T23:00:00Z,1,false,Plaza casco urbano de Berberana,Anexo a la Casa del Parque de Monte Santiago,3,3,1,true,0,3,http://www.patrimonionatural.org/casas.php?id_casa=3,true,false,false,POINT (-3.060006598593254 42.917983461633199)
,,,,,,-1,-1,-1,,,89130,7,true,true,false,SGRCP00001,,2010-06-14T22:00:00Z,1996-06-19T22:00:00Z,1,true,La Casa se sitúa en la localidad de Hoyos del Espino. Desde el núcleo de Hoyos del espino tomar la carretera de la Plataforma y a 300 metros del cruce de la Cabra se encuentra la casa.,Pinos Cimeros,2,1,1,true,0,3,http://www.miespacionatural.es/espaciospanel/2359?tab=casas#tab-casa-2353,true,true,true,POINT (-5.175368367242332 40.346166426472635)
,,,,,,-1,-1,-1,,,83693,7,true,false,false,MDLCP00001,,2011-06-11T22:00:00Z,2010-11-11T23:00:00Z,1,true,"La casa se ubica en el núcleo urbano de Carucedo, en la comarca del Bierzo. La mejor forma de llegar es cogiendo la N-120 en el kilómetro 400 de la A-6, a la altura de Carracedelo, a 10 km tomar la salida a Carucedo por la Cl-536.",Casa del Parque del Monumento Natural Las Médulas,1,3,1,true,0,1,http://www.miespacionatural.es/espaciospanel/4353?tab=casas#tab-casa-4358,true,true,true,POINT (-6.772653390857339 42.489125238183554)
